# The following table is formatted as tab separated values. 
#GeneName	GeneId	TranscriptId	BioType	variants_impact_HIGH	variants_impact_LOW	variants_impact_MODERATE	variants_impact_MODIFIER	variants_effect_3_prime_UTR_variant	variants_effect_5_prime_UTR_premature_start_codon_gain_variant	variants_effect_5_prime_UTR_variant	variants_effect_downstream_gene_variant	variants_effect_initiator_codon_variant	variants_effect_intron_variant	variants_effect_missense_variant	variants_effect_non_coding_transcript_exon_variant	variants_effect_splice_acceptor_variant	variants_effect_splice_donor_variant	variants_effect_splice_region_variant	variants_effect_start_lost	variants_effect_stop_gained	variants_effect_synonymous_variant	variants_effect_upstream_gene_variant
LMAN2L	LMAN2L	NM_001322346.1	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
LMAN2L	LMAN2L	NM_001322347.1	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
LMAN2L	LMAN2L	NM_001322350.1	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
LMAN2L	LMAN2L	NM_001322351.1	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
LMAN2L	LMAN2L	NM_001322352.1	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
LMAN2L	LMAN2L	NM_001322354.1	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
LMAN2L	LMAN2L	NM_001322355.1	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
LMAN2L	LMAN2L	NM_001322356.1	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
LMAN2L	LMAN2L	NM_030805.3	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
LMBR1	LMBR1	NR_146959.1		0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
LMBRD2	LMBRD2	NM_001007527.2	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
LMCD1	LMCD1	NM_001278233.2	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
LMCD1	LMCD1	NM_001278234.1	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
LMCD1	LMCD1	NM_001278235.2	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
LMCD1	LMCD1	NM_014583.4	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
LMF1	LMF1	NM_001352017.2	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
LMF1	LMF1	NM_001352018.2	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
LMF1	LMF1	NM_001352019.2	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
LMF1	LMF1	NM_001352020.1	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
LMF1	LMF1	NM_001352021.2	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
LMF1	LMF1	NM_022773.4	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
LMF1	LMF1	NR_147885.2		0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
LMF2	LMF2	NM_001363816.2	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
LMF2	LMF2	NM_033200.3	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
LMLN2	LMLN2	NM_001354640.2	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
LMNB1	LMNB1	NM_001198557.2	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
LMNB1	LMNB1	NM_005573.4	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
LMNB1	LMNB1	NR_134488.1		0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
LMO7	LMO7	NM_001306080.2	protein_coding	0	0	0	4	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0
LMO7	LMO7	NM_001330583.1	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
LMO7	LMO7	NM_001366632.2	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
LMO7	LMO7	NM_001366633.2	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
LMO7	LMO7	NM_001366634.2	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
LMO7	LMO7	NM_001366636.2	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
LMO7	LMO7	NM_005358.5	protein_coding	0	0	0	4	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0
LMO7	LMO7	NM_015842.2	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
LMX1A	LMX1A	NM_001174069.1	protein_coding	0	0	0	2	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0
LMX1A	LMX1A	NM_177398.4	protein_coding	0	0	0	2	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
LNX2	LNX2	NM_153371.4	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
LOC100126584	LOC100126584	NR_149043.1		0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
LOC100128276	LOC100128276	NR_148996.1		0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
LOC100128593	LOC100128593	NR_033913.1		0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
LOC100129083	LOC100129083	NR_164124.1		0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
LOC100129083	LOC100129083	NR_164125.1		0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
LOC100130449	LOC100130449	NR_161169.1		0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
LOC100131289	LOC100131289	NR_038929.1		0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
LOC100131472	LOC100131472	NR_149037.1		0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
LOC100132249	LOC100132249	NR_135128.1		0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
LOC100287175	LOC100287175	NR_149003.1		0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
LOC100288175	LOC100288175	NR_148960.1		0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
LOC100288637	LOC100288637	NR_038253.1		0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
LOC100288637	LOC100288637	NR_038254.1		0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
LOC100288637	LOC100288637	NR_038255.1		0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
LOC100289333	LOC100289333	NR_104179.1		0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
LOC100289656	LOC100289656	NR_036475.2		0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
LOC100420587	LOC100420587	NR_110759.1		0	0	0	2	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
LOC100505736	LOC100505736	NR_120504.1		0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
LOC100505774	LOC100505774	NR_145832.1		0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
LOC100506403	LOC100506403	NR_073512.1		0	0	0	2	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
LOC100506639	LOC100506639	NR_102752.1		0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
LOC100506869	LOC100506869	NR_126341.1		0	0	0	2	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
LOC100507053	LOC100507053	NR_037884.1		0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
LOC100507373	LOC100507373	NR_045214.1		0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
LOC100507377	LOC100507377	NR_038300.1		0	0	0	3	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0
LOC100996325	LOC100996325	NR_103444.1		0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
LOC100996419	LOC100996419	NR_134283.1		0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
LOC100996740	LOC100996740	NR_148945.1		0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
LOC101926898	LOC101926898	NR_125837.1		0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
LOC101926913	LOC101926913	NR_110185.1		0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
LOC101926964	LOC101926964	NR_110628.1		0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
LOC101927045	LOC101927045	NR_110032.1		0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
LOC101927050	LOC101927050	NR_136329.1		0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
LOC101927051	LOC101927051	NR_109952.1		0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
LOC101927066	LOC101927066	NR_125390.1		0	0	0	2	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
LOC101927078	LOC101927078	NR_130785.1		0	0	0	2	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
LOC101927079	LOC101927079	NR_110480.1		0	0	0	2	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
LOC101927079	LOC101927079	NR_110481.1		0	0	0	2	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
LOC101927151	LOC101927151	NR_110687.1		0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
LOC101927151	LOC101927151	NR_110688.2		0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
LOC101927151	LOC101927151	NR_110689.2		0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
LOC101927151	LOC101927151	NR_110690.1		0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
LOC101927151	LOC101927151	NR_110691.2		0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
LOC101927151	LOC101927151	NR_146733.1		0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
LOC101927151	LOC101927151	NR_146734.1		0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
LOC101927151	LOC101927151	NR_146735.1		0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
LOC101927151	LOC101927151	NR_146736.1		0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
LOC101927245	LOC101927245	NR_160672.1		0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
LOC101927314	LOC101927314	NR_110757.1		0	0	0	3	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0
LOC101927421	LOC101927421	NR_109882.1		0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
LOC101927636	LOC101927636	NR_125886.1		0	0	0	3	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0
LOC101927727	LOC101927727	NR_135633.1		0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
LOC101927817	LOC101927817	NR_110931.1		0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
LOC101927817	LOC101927817	NR_110932.1		0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
LOC101927829	LOC101927829	NR_110814.1		0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
LOC101927847	LOC101927847	NR_109791.1		0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
LOC101927915	LOC101927915	NR_125428.1		0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
LOC101927960	LOC101927960	NR_136588.1		0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
LOC101927967	LOC101927967	NR_110288.1		0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
LOC101928052	LOC101928052	NR_125888.1		0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
LOC101928118	LOC101928118	NR_125948.1		0	0	0	2	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0
LOC101928118	LOC101928118	NR_125949.1		0	0	0	2	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0
LOC101928177	LOC101928177	NR_135113.1		0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
LOC101928254	LOC101928254	NR_110182.1		0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
LOC101928254	LOC101928254	NR_110183.1		0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
LOC101928269	LOC101928269	NR_110418.1		0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
LOC101928272	LOC101928272	NR_120635.1		0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
LOC101928283	LOC101928283	NR_110188.1		0	0	0	3	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0
LOC101928306	LOC101928306	NR_125893.1		0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
LOC101928372	LOC101928372	NR_110695.1		0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
LOC101928401	LOC101928401	NR_108099.1		0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
LOC101928441	LOC101928441	NR_120471.1		0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
LOC101928453	LOC101928453	NR_120638.1		0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
LOC101928475	LOC101928475	NR_135638.1		0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
LOC101928516	LOC101928516	NR_110856.1		0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
LOC101928844	LOC101928844	NR_110740.1		0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
LOC101928882	LOC101928882	NR_109986.1		0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
LOC101928936	LOC101928936	NR_110867.1		0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
LOC101928942	LOC101928942	NR_125908.1		0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
LOC101929124	LOC101929124	NR_110427.1		0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
LOC101929188	LOC101929188	NR_134628.1		0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
LOC101929259	LOC101929259	NR_120424.1		0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
LOC101929268	LOC101929268	NR_105002.1		0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
LOC101929294	LOC101929294	NR_125808.1		0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
LOC101929380	LOC101929380	NR_105018.1		0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
LOC101929523	LOC101929523	NR_134621.1		0	0	0	2	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
LOC101929710	LOC101929710	NR_130776.1		0	0	0	2	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
LOC101929998	LOC101929998	NR_136254.1		0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
LOC102546294	LOC102546294	NR_105057.1		0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
LOC102723427	LOC102723427	NR_120514.1		0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
LOC102723769	LOC102723769	NR_110761.1		0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
LOC102723968	LOC102723968	NR_130763.1		0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
LOC102724404	LOC102724404	NR_136204.1		0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
LOC102724404	LOC102724404	NR_136205.1		0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
LOC102724467	LOC102724467	NR_120309.1		0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
LOC102724612	LOC102724612	NR_125825.1		0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
LOC102725021	LOC102725021	NR_157593.1		0	0	0	2	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
LOC102725021	LOC102725021	NR_157594.1		0	0	0	2	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
LOC102725021	LOC102725021	NR_157595.1		0	0	0	2	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
LOC102725021	LOC102725021	NR_157596.1		0	0	0	2	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
LOC102725021	LOC102725021	NR_157597.1		0	0	0	2	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
LOC102725021	LOC102725021	NR_157598.1		0	0	0	2	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
LOC102725021	LOC102725021	NR_157599.1		0	0	0	2	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
LOC102725072	LOC102725072	NR_135922.1		0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
LOC102725080	LOC102725080	NR_134450.1		0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
LOC102725121	LOC102725121.2	NR_148357.1.2		0	1	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0
LOC105369147	LOC105369147	NR_148213.1		0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
LOC105369147	LOC105369147	NR_148214.1		0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
LOC105369147	LOC105369147	NR_148215.1		0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
LOC105369147	LOC105369147	NR_148216.1		0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
LOC105369212	LOC105369212	NR_158193.1		0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
LOC105369595	LOC105369595	NR_134624.1		0	0	0	2	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
LOC105369781	LOC105369781	NR_135023.1		0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
LOC105371430	LOC105371430	NR_136407.1		0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
LOC105372038	LOC105372038	NR_134589.1		0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
LOC105373394	LOC105373394	NR_136322.1		0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
LOC105373609	LOC105373609	NR_132317.1		0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
LOC105373878	LOC105373878	NR_135524.1		0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
LOC105374060	LOC105374060	NR_135547.1		0	0	0	2	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
LOC105374194	LOC105374194	NR_135545.1		0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
LOC105374988	LOC105374988	NR_134611.1		0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
LOC105375131	LOC105375131	NR_158215.1		0	0	0	3	0	0	0	1	0	0	0	0	0	0	0	0	0	0	2
LOC105375423	LOC105375423	NR_159959.1		0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
LOC105375423	LOC105375423	NR_159960.1		0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
LOC105376360	LOC105376360	NR_131187.1		0	0	0	5	0	0	0	0	0	4	0	0	0	0	0	0	0	0	1
LOC105376917	LOC105376917	NR_160727.1		0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
LOC105376917	LOC105376917	NR_160728.1		0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
LOC105377651	LOC105377651	NR_134682.1		0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
LOC105377777	LOC105377777	NR_160729.1		0	0	0	2	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0
LOC105377879	LOC105377879	NR_136251.1		0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
LOC105377975	LOC105377975	NR_134600.1		0	0	0	3	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0
LOC105378123	LOC105378123	NR_134592.1		0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
LOC105378305	LOC105378305	NR_155748.1		0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
LOC105379450	LOC105379450	NR_135122.1		0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
LOC107985246	LOC107985246	NR_160747.1		0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
LOC107985246	LOC107985246	NR_160748.1		0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
LOC107985544	LOC107985544	NR_146603.1		0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
LOC107985939	LOC107985939	NR_158150.1		0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
LOC107986794	LOC107986794	NR_157843.1		0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
LOC112268173	LOC112268173	NR_157261.1		0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
LOC112268173	LOC112268173	NR_157262.1		0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
LOC112694756	LOC112694756	NM_001365304.1	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
LOC112694756	LOC112694756	NM_001365305.1	protein_coding	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
LOC112694756	LOC112694756	NM_001365307.2	protein_coding	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
LOC148709	LOC148709	NR_002929.2		0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
LOC149684	LOC149684	NR_104170.1		0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
LOC150776	LOC150776	NR_026922.1		0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
LOC283683	LOC283683	NR_040057.1		0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
LOC284395	LOC284395	NR_040029.1		0	0	0	4	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0
LOC284930	LOC284930	NR_122046.1		0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
LOC285626	LOC285626	NR_037889.1		0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
LOC285762	LOC285762	NR_046100.1		0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
LOC339166	LOC339166	NR_040000.1		0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
LOC339260	LOC339260	NR_123730.2		0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
LOC339260	LOC339260	NR_160712.1		0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
LOC339260	LOC339260	NR_160713.1		0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
LOC339260	LOC339260	NR_160714.1		0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
LOC339260	LOC339260	NR_160716.1		0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
LOC339260	LOC339260	NR_160717.1		0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
LOC339260	LOC339260	NR_160718.1		0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
LOC339260	LOC339260	NR_160721.1		0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
LOC339260	LOC339260	NR_160722.1		0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
LOC339862	LOC339862	NR_161333.1		0	0	0	3	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0
LOC339975	LOC339975	NR_038931.1		0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
LOC344967	LOC344967	NR_027277.2		0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
LOC392232	LOC392232	NR_033867.2		0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
LOC400684	LOC400684	NR_046201.1		0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
LOC400867	LOC400867	NR_120405.1		0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
LOC401324	LOC401324	NR_038864.1		0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
LOC440700	LOC440700	NR_036683.1		0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
LOC442028	LOC442028	NR_037597.1		0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
LOC643339	LOC643339	NR_040096.1		0	0	0	3	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0
LOC646588	LOC646588	NR_157808.1		0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
LOC646588	LOC646588	NR_157809.1		0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
LOC646588	LOC646588	NR_157810.1		0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
LOC646588	LOC646588	NR_157811.1		0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
LOC646588	LOC646588	NR_157812.1		0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
LOC646588	LOC646588	NR_157813.1		0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
LOC653653	LOC653653	NR_027408.1		0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
LOC728158	LOC728158	NR_148989.1		0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
LOC728752	LOC728752	NR_036504.1		0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
LOC728755	LOC728755	NR_148991.1		0	0	0	2	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
LOC728755	LOC728755	NR_148992.1		0	0	0	2	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
LOC728989	LOC728989	NR_024442.2		0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
LOC729080	LOC729080	NR_033244.1		0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
LOC729296	LOC729296	NR_109916.1		0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
LOC729296	LOC729296	NR_109917.1		0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
